Titulo,Año,Duracion,Clasificación,Puntaje,Resumen,Director,Actores,URL Imagen
1. Cadena perpetua,1994,2h 22m,13,"9,3","Andy Dufresne es encarcelado por matar a su esposa y al amante de esta. Tras una dura adaptación, intenta mejorar las condiciones de la prisión y dar esperanza a sus compañeros.",Tim Robbins,"1994, 2h 22min, 13, Drama, Frank Darabont, Tim Robbins, Morgan Freeman, Bob Gunton","https://m.media-amazon.com/images/M/MV5BMTA1MjE0Nzk4MDleQTJeQWpwZ15BbWU4MDA0NjIxMjAx._V1_QL75_UY207_CR6,0,140,207_.jpg"
2. El padrino,1972,2h 55m,18,"9,2",El envejecido patriarca de una dinastía del crimen organizado en la ciudad de Nueva York de la posguerra transfiere el control de su imperio clandestino a su reacio hijo menor.,Marlon Brando,"1972, 2h 55min, 18, Crimen, Drama, Francis Ford Coppola, Marlon Brando, Al Pacino, James Caan","https://m.media-amazon.com/images/M/MV5BMGNkYzY2ZjUtODU4My00Mjc5LWEwNDAtMzUxZjcxZWJhZTcwXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
3. El caballero oscuro,2008,2h 32m,13,"9,0","Cuando la amenaza conocida como el Joker causa estragos y el caos en Gotham City, Batman debe aceptar una de las mayores pruebas psicológicas y físicas para luchar contra la injusticia.",Christian Bale,"2008, 2h 32min, 13, Acción, Crimen, Drama, Christopher Nolan, Christian Bale, Heath Ledger, Aaron Eckhart","https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
4. El padrino parte II,1974,3h 22m,18,"9,0","Se retratan los inicios de la vida y la carrera de Vito Corleone en el Nueva York de los años 20, mientras su hijo, Michael, amplía y refuerza su control sobre el sindicato del crimen familiar.",Al Pacino,"1974, 3h 22min, 18, Crimen, Drama, Francis Ford Coppola, Al Pacino, Robert De Niro, Robert Duvall","https://m.media-amazon.com/images/M/MV5BODBkMzlhNDEtYjc2Mi00ZTU0LTk5YjktYmI3MTJiODQ3YmMyXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR10,0,140,207_.jpg"
5. 12 hombres sin piedad,1957,1h 36m,A,"9,0",Un miembro del jurado trata de evitar un error judicial obligando al resto del jurado a reconsiderar las pruebas.,Henry Fonda,"1957, 1h 36min, A, Crimen, Drama, Sidney Lumet, Henry Fonda, Lee J. Cobb, Martin Balsam","https://m.media-amazon.com/images/M/MV5BYjViOWI2MTctYjRkNi00NWRhLTlhYjQtYjVmNDc1YmU3ZGM4XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR2,0,140,207_.jpg"
6. La lista de Schindler,1993,3h 15m,13,"9,0","En la Polonia ocupada por los alemanes durante la Segunda Guerra Mundial, el industrial Oskar Schindler se preocupa por sus trabajadores judíos tras presenciar su persecución por los nazis.",Liam Neeson,"1993, 3h 15min, 13, Biografía, Drama, Historia, Steven Spielberg, Liam Neeson, Ralph Fiennes, Ben Kingsley","https://m.media-amazon.com/images/M/MV5BZDI1MDA5NDktNjc5Ny00MmQ4LThmODYtYTg1YmFjNThiNWVhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
7. El señor de los anillos: El retorno del rey,2003,3h 21m,13,"9,0","Gandalf y Aragorn lideran el mundo de los hombres contra la armada de Sauron para distraer su atención de Frodo y Sam, quienes se aproximan al Monte del Destino con el Anillo Único.",Elijah Wood,"2003, 3h 21min, 13, Acción, Aventura, Drama, Peter Jackson, Elijah Wood, Viggo Mortensen, Ian McKellen","https://m.media-amazon.com/images/M/MV5BNGJjODMxZGMtOTFlNC00MjI4LThiZWUtZTU3ZGIxYzcxMTBiXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR7,0,140,207_.jpg"
8. Pulp Fiction,1994,2h 34m,18,"8,9","Las vidas de dos mafiosos, un boxeador, la esposa de un gánster y un par de bandidos se entrelazan en cuatro historias de violencia y redención.",John Travolta,"1994, 2h 34min, 18, Crimen, Drama, Quentin Tarantino, John Travolta, Uma Thurman, Samuel L. Jackson","https://m.media-amazon.com/images/M/MV5BYzFkMzk5YTEtNGZjMC00ZjU0LWFlZjUtZjJjOTRiZmUxODAxXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR5,0,140,207_.jpg"
9. El señor de los anillos: La comunidad del anillo,2001,2h 58m,12,"8,9",Un hobbit de la Comarca y ocho compañeros emprenden un viaje para destruir el poderoso Anillo Único y salvar la Tierra Media del Señor Oscuro Sauron.,Elijah Wood,"2001, 2h 58min, 12, Acción, Aventura, Drama, Peter Jackson, Elijah Wood, Ian McKellen, Orlando Bloom","https://m.media-amazon.com/images/M/MV5BMzgyNjdjOWMtMjAyYy00NzQ4LWIwYTQtZDk2ZDQzYWVlN2IwXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"10. El bueno, el feo y el malo",1966,3h 2m,14,"8,8","Durante la guerra de Secesión, tres cazarrecompensas se lanzan a la búsqueda de un tesoro que ninguno puede localizar sin la ayuda de los otros dos.",Clint Eastwood,"1966, 3h 2min, 14, Aventura, Drama, Del oeste, Sergio Leone, Clint Eastwood, Eli Wallach, Lee Van Cleef","https://m.media-amazon.com/images/M/MV5BNzEzNWJiOTctOGIyYi00Y2QyLTgxYjItMWU5ZDIzYTUyYzJkXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
11. Forrest Gump,1994,2h 22m,A,"8,8","Las presidencias de Kennedy y Johnson, los acontecimientos de Vietnam, el Watergate y otros eventos históricos se desarrollan a través de la perspectiva de un hombre de Alabama con un coeficiente intelectual de 75.",Tom Hanks,"1994, 2h 22min, A, Drama, Romance, Robert Zemeckis, Tom Hanks, Robin Wright, Gary Sinise","https://m.media-amazon.com/images/M/MV5BNjhmZmNmNTYtMmQ5MC00ZmZhLTk0YzMtYWZiNTlmMjM1ZDhjXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
12. El señor de los anillos: Las dos torres,2002,2h 59m,13,"8,8","Mientras Frodo y Sam se acercan a Mordor con la ayuda del astuto Gollum, la comunidad dividida se enfrenta al nuevo aliado de Sauron, Saruman, y a sus hordas de Isengard.",Elijah Wood,"2002, 2h 59min, 13, Acción, Aventura, Drama, Peter Jackson, Elijah Wood, Ian McKellen, Viggo Mortensen","https://m.media-amazon.com/images/M/MV5BY2YyYjVlZDgtYTVkNy00MjdmLWFhNjctY2RlYWNhMzMyYTczXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR7,0,140,207_.jpg"
13. El club de la lucha,1999,2h 19m,18,"8,8",Un oficinista insomne y un fabricante de jabones forman un club de lucha clandestino que se convierte en mucho más.,Brad Pitt,"1999, 2h 19min, 18, Drama, David Fincher, Brad Pitt, Edward Norton, Meat Loaf","https://m.media-amazon.com/images/M/MV5BNzJhZjg3MWQtNDk1Zi00ZjMzLWI1ZjUtNmE2MDg0ZDU4MzZlXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR9,0,140,207_.jpg"
14. Origen,2010,2h 28m,12,"8,8","A un ladrón que roba secretos corporativos a través del uso de la tecnología de compartir sueños, se le da la tarea de implantar una idea en la mente de un jefe de una gran empresa.",Leonardo DiCaprio,"2010, 2h 28min, 12, Acción, Aventura, Ciencia ficción, Christopher Nolan, Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page","https://m.media-amazon.com/images/M/MV5BMTUzMzUyOTktNmYyNS00YTA1LWIxNmQtMGIzZDYxZGI3OTliXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
15. El imperio contraataca,1980,2h 4m,A,"8,7","Tras ser brutalmente dominados los rebeldes por el Imperio en el planeta helado Hoth, Luke Skywalker comienza su entrenamiento jedi con Yoda, mientras sus amigos son perseguidos por Darth Vader y el cazarrecompensas Boba Fett.",Mark Hamill,"1980, 2h 4min, A, Acción, Aventura, Fantasía, Irvin Kershner, Mark Hamill, Harrison Ford, Carrie Fisher","https://m.media-amazon.com/images/M/MV5BY2I2NGEyZWEtYzEzOC00NTJiLTg1NDgtMWQ0Y2FhNjI3OTE2XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,3,140,207_.jpg"
16. Matrix,1999,2h 16m,18,"8,7","Cuando una bella desconocida lleva al hacker Neo a un inframundo prohibido, descubre la impactante verdad: la vida que conoce es un elaborado engaño de una ciberinteligencia malvada.",Keanu Reeves,"1999, 2h 16min, 18, Acción, Ciencia ficción, Lana Wachowski, Lilly Wachowski, Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","https://m.media-amazon.com/images/M/MV5BYWQxMzg0OGYtNGE3Yi00OGY4LWJjZDktZWZiODE2N2MyODgzXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR9,0,140,207_.jpg"
17. Uno de los nuestros,1990,2h 25m,18,"8,7","La historia de Henry Hill y su vida en la mafia, abarcando su relación con su esposa Karen Hill y sus socios mafiosos Jimmy Conway y Tommy DeVito en el sindicato del crimen italoamericano.",Robert De Niro,"1990, 2h 25min, 18, Biografía, Crimen, Drama, Martin Scorsese, Robert De Niro, Ray Liotta, Joe Pesci","https://m.media-amazon.com/images/M/MV5BOTM4MzE5MDQtNjQ3Ni00NmQxLThiMDQtZTBmNTNhNGMxNGUyXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR1,0,140,207_.jpg"
18. Alguien voló sobre el nido del cuco,1975,2h 13m,18,"8,7","Un criminal alega locura para ser enviado a un centro de salud mental, donde se rebela contra la opresiva enfermera y moviliza a los pacientes, a quienes tienen atemorizados.",Jack Nicholson,"1975, 2h 13min, 18, Drama, Milos Forman, Jack Nicholson, Louise Fletcher, Michael Berryman","https://m.media-amazon.com/images/M/MV5BMzgzMmNjNWItYzE3My00MjI2LTgxYmQtZTU2YjhhYTEzYmRiXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_QL75_UY207_CR1,0,140,207_.jpg"
19. Interstellar,2014,2h 49m,12,"8,7",Un equipo de exploradores viaja a través de un agujero de gusano en el espacio en un intento de garantizar la supervivencia de la humanidad.,Matthew McConaughey,"2014, 2h 49min, 12, Aventura, Drama, Ciencia ficción, Christopher Nolan, Matthew McConaughey, Anne Hathaway, Jessica Chastain","https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg"
20. Seven,1995,2h 7m,18,"8,6","Dos detectives, un novato y un veterano, dan caza a un asesino en serie cuyo móvil son los siete pecados capitales.",Morgan Freeman,"1995, 2h 7min, 18, Crimen, Drama, Misterio, David Fincher, Morgan Freeman, Brad Pitt, Kevin Spacey","https://m.media-amazon.com/images/M/MV5BNzZiMTk2OTMtMDgwYi00YWJlLWIyZmItOTZjMWZkMmU3NTE5XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
21. ¡Qué bello es vivir!,1946,2h 10m,A,"8,6","Un ángel es enviado desde el cielo para ayudar a un hombre de negocios desesperadamente frustrado, mostrándole cómo habría sido la vida si él nunca hubiera existido.",James Stewart,"1946, 2h 10min, A, Drama, Familiar, Fantasía, Frank Capra, James Stewart, Donna Reed, Lionel Barrymore","https://m.media-amazon.com/images/M/MV5BNDBmMmI4ZDktNWQyMi00N2VmLWJkMWItMmU5N2M0MGRmOTIzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UY207_CR1,0,140,207_.jpg"
22. Los siete samuráis,1954,3h 27m,A,"8,6",Un pueblo pobre atacado por bandidos recluta a siete samuráis desempleados para que les ayuden a defenderse.,Toshirô Mifune,"1954, 3h 27min, A, Acción, Drama, Akira Kurosawa, Toshirô Mifune, Takashi Shimura, Keiko Tsushima","https://m.media-amazon.com/images/M/MV5BN2E5MDYyNzgtMmQ5MC00NGQyLThjODMtYTRhM2MwNGNjOTI5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3,0,140,207_.jpg"
23. El silencio de los corderos,1991,1h 58m,18,"8,6","Una joven cadete del FBI busca la ayuda de un asesino caníbal y manipulador encarcelado con el fin de atrapar a otro asesino en serie, un loco que despelleja a sus víctimas.",Jodie Foster,"1991, 1h 58min, 18, Crimen, Drama, Suspense, Jonathan Demme, Jodie Foster, Anthony Hopkins, Scott Glenn","https://m.media-amazon.com/images/M/MV5BNDkzYTJjYTctMWY3My00ZmZkLTgyYjgtZjllMDQ5YTM2YTAzXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR1,0,140,207_.jpg"
24. Salvar al soldado Ryan,1998,2h 49m,13,"8,6","Tras el desembarco de Normandía, un grupo de soldados estadounidenses cruza las líneas enemigas para rescatar a un paracaidista cuyos hermanos han muerto en combate.",Tom Hanks,"1998, 2h 49min, 13, Drama, Bélico, Steven Spielberg, Tom Hanks, Matt Damon, Tom Sizemore","https://m.media-amazon.com/images/M/MV5BNmZkY2I1OWQtNDMzMy00YjM4LWI2M2EtOGM0N2M4M2QzNjc3XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR4,0,140,207_.jpg"
25. Ciudad de Dios,2002,2h 10m,18,"8,6","En un barrio pobre de Rio, los caminos de dos niños se cruzan mientras uno quiere ser fotógrafo y el otro capo.",Alexandre Rodrigues,"2002, 2h 10min, 18, Crimen, Drama, Fernando Meirelles, Kátia Lund, Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele","https://m.media-amazon.com/images/M/MV5BMGU5OWEwZDItNmNkMC00NzZmLTk1YTctNzVhZTJjM2NlZTVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR0,0,140,207_.jpg"
26. La vida es bella,1997,1h 56m,A,"8,6","Cuando un bibliotecario judío y su hijo se convierten en víctimas del Holocausto, él usará una perfecta mezcla de voluntad, humor e imaginación para proteger a su hijo de los peligros en el campo de concentración.",Roberto Benigni,"1997, 1h 56min, A, Comedia, Drama, Romance, Roberto Benigni, Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini","https://m.media-amazon.com/images/M/MV5BOTcwZTQ1ZGYtYmZhOC00NDczLWJjNDctZTQyMzRlNjcwNTc5XkEyXkFqcGdeQXVyMjgyNDU4MjE@._V1_QL75_UX140_CR0,1,140,207_.jpg"
27. La milla verde,1999,3h 9m,13,"8,6","Las vidas de los guardias del corredor de la muerte se ven afectadas por uno de sus reclusos: un hombre negro acusado de asesinato y violación de niños, pero que tiene un misterioso don.",Tom Hanks,"1999, 3h 9min, 13, Crimen, Drama, Fantasía, Frank Darabont, Tom Hanks, Michael Clarke Duncan, David Morse","https://m.media-amazon.com/images/M/MV5BZjlmMDlmYjAtODcwOS00YTljLTkyNzMtNDRlM2Q5OTE0MGYwXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UY207_CR9,0,140,207_.jpg"
28. Terminator 2: El juicio final,1991,2h 17m,18,"8,6","Un cyborg, idéntico al que fracasó en su intento de matar a Sarah Connor, debe proteger ahora a su hijo adolescente John de un cyborg más avanzado y poderoso.",Arnold Schwarzenegger,"1991, 2h 17min, 18, Acción, Aventura, Ciencia ficción, James Cameron, Arnold Schwarzenegger, Linda Hamilton, Edward Furlong","https://m.media-amazon.com/images/M/MV5BNTM1ZTZhNWQtOTM5MS00MzA4LWEwNGEtMzc5MzA5ODE1ZWQ5XkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UY207_CR4,0,140,207_.jpg"
29. La guerra de las galaxias,1977,2h 1m,A,"8,6","Luke Skywalker une sus fuerzas con un caballero jedi, un piloto fanfarrón, un wookiee y dos droides para salvar a la galaxia de la estación espacial del Imperio, a la vez que intenta rescatar a la princesa Leia del malvado Darth Vader.",Mark Hamill,"1977, 2h 1min, A, Acción, Aventura, Fantasía, George Lucas, Mark Hamill, Harrison Ford, Carrie Fisher","https://m.media-amazon.com/images/M/MV5BZDM5OTAwMGQtYTYwMS00OGQyLTg4YTctNWFjMGY1ODFkMjkwXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR5,0,140,207_.jpg"
30. Regreso al futuro,1985,1h 56m,A,"8,5","Marty McFly, un estudiante de secundaria de 17 años, es enviado accidentalmente treinta años al pasado en un DeLorean que viaja en el tiempo, inventado por su gran amigo, el excéntrico científico Doc Brown.",Michael J. Fox,"1985, 1h 56min, A, Aventura, Comedia, Ciencia ficción, Robert Zemeckis, Michael J. Fox, Christopher Lloyd, Lea Thompson","https://m.media-amazon.com/images/M/MV5BYjQxMTIyMWUtMmMyMS00MGNmLTkzNzktOTM2YzMyZmRjYTYzXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
31. El viaje de Chihiro,2001,2h 5m,A,"8,6","Durante el traslado de su familia a los suburbios, una niña de 10 años de edad deambula por un mundo gobernado por dioses, brujas y espíritus, y donde los humanos se convierten en bestias.",Daveigh Chase,"2001, 2h 5min, A, Animación, Aventura, Familiar, Hayao Miyazaki, Daveigh Chase, Suzanne Pleshette, Miyu Irino","https://m.media-amazon.com/images/M/MV5BZjUwNDQzN2QtMDZhZC00ZGNjLWJiYjAtZGExY2M2ZmI2ZGI3XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR4,0,140,207_.jpg"
32. El pianista,2002,2h 30m,13,"8,5",Un músico judío polaco lucha por sobrevivir a la destrucción del gueto de Varsovia durante la Segunda Guerra Mundial.,Adrien Brody,"2002, 2h 30min, 13, Biografía, Drama, Música, Roman Polanski, Adrien Brody, Thomas Kretschmann, Frank Finlay","https://m.media-amazon.com/images/M/MV5BZTBmZWVmZjYtNjRkMC00YjEwLWE0ZTctMDBjNjhhMjViMzIxXkEyXkFqcGdeQXVyMTAxNTQzMDM4._V1_QL75_UX140_CR0,1,140,207_.jpg"
33. Parásitos,2019,2h 12m,16,"8,5","La familia Ki-taek, todos desempleados, se ve envuelta en un incidente con la rica y glamurosa familia Parks.",Song Kang-ho,"2019, 2h 12min, 16, Drama, Suspense, Bong Joon Ho, Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong","https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg"
34. Psicosis,1960,1h 49m,16,"8,5","Una secretaria de Phoenix malversa cuarenta mil dólares de un cliente, se da a la fuga y se registra en un motel remoto administrado por un joven con una controladora madre.",Anthony Perkins,"1960, 1h 49min, 16, Terror, Misterio, Suspense, Alfred Hitchcock, Anthony Perkins, Janet Leigh, Vera Miles","https://m.media-amazon.com/images/M/MV5BNGE0MjMwMDUtZDUyYy00YTA5LWEyOWQtYWQzZDI1MTllZTk0XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UX140_CR0,0,140,207_.jpg"
35. Gladiator (El gladiador),2000,2h 35m,13,"8,5",Un exgeneral romano se propone vengarse del emperador corrupto que asesinó a su familia y lo envió a la esclavitud.,Russell Crowe,"2000, 2h 35min, 13, Acción, Aventura, Drama, Ridley Scott, Russell Crowe, Joaquin Phoenix, Connie Nielsen","https://m.media-amazon.com/images/M/MV5BYTllNmQ3MWYtNzE5Ny00N2UwLTg1MDgtMWIyY2FjNTNlMDEzXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
36. El rey león,1994,1h 28m,A,"8,5","El pequeño león Simba, príncipe heredero, es engañado por su malvado tío, quien desea el trono para sí mismo.",Matthew Broderick,"1994, 1h 28min, A, Animación, Aventura, Drama, Roger Allers, Rob Minkoff, Matthew Broderick, Jeremy Irons, James Earl Jones","https://m.media-amazon.com/images/M/MV5BMTMyNzI5NDktMTk0Zi00Mjc5LTk2YzAtMzdlMWU0MGNhNjQyXkEyXkFqcGdeQXVyMzUxNTM4ODc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
37. Spider-Man: Cruzando el multiverso,2023,2h 20m,7,"8,6",Miles Morales emprende una aventura a través del multiverso con Gwen Stacy y un nuevo equipo de la Spider People que deben enfrentar a un poderoso villano.,Shameik Moore,"2023, 2h 20min, 7, Animación, Acción, Aventura, Joaquim Dos Santos, Kemp Powers, Justin K. Thompson, Shameik Moore, Hailee Steinfeld, Brian Tyree Henry","https://m.media-amazon.com/images/M/MV5BMmUxZTIxMTMtYjY1MC00Y2E3LTg4NDQtOTMxZjVkNzk1MmJhXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX140_CR0,0,140,207_.jpg"
38. Infiltrados,2006,2h 31m,18,"8,5",Un policía de incógnito y un topo en el departamento de policía intentan identificarse el uno al otro mientras se infiltran en una banda irlandesa en el sur de Boston.,Leonardo DiCaprio,"2006, 2h 31min, 18, Crimen, Drama, Suspense, Martin Scorsese, Leonardo DiCaprio, Matt Damon, Jack Nicholson","https://m.media-amazon.com/images/M/MV5BZTEzNzVmMjktNTEwMS00ODgxLWIzMDktZGZjMjcyNTU4MjMwXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR4,0,140,207_.jpg"
39. Dune: Parte dos,2024,2h 46m,12,"8,5","El duque Paul Atreides se une a los Fremen y comienza su entrenamiento para convertirse en Muad'Dib, mientras trata de evitar el terrible futuro que ha previsto: una guerra santa en su nombre, esparciéndose por todo el universo conocido.",Timothée Chalamet,"2024, 2h 46min, 12, Acción, Aventura, Drama, Denis Villeneuve, Timothée Chalamet, Zendaya, Rebecca Ferguson","https://m.media-amazon.com/images/M/MV5BYTU1YzdjZTgtNjBlZS00NjUwLTllNGQtNzU2N2ZhY2QzNDRhXkEyXkFqcGdeQXVyMTQ1Njk1OTUw._V1_QL75_UX140_CR0,0,140,207_.jpg"
40. El profesional (Léon),1994,1h 50m,18,"8,5","Leon, un asesino a sueldo profesional, se hace cargo con recelo de Matilda, una niña de 12 años, cuando su familia es asesinada. Leon y Matilda entablan una inusual relación cuando ella se convierte en su protegida y aprende el oficio de asesina.",Jean Reno,"1994, 1h 50min, 18, Acción, Crimen, Drama, Luc Besson, Jean Reno, Gary Oldman, Natalie Portman","https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
41. American History X,1998,1h 59m,13,"8,5",Un exmilitante de los skinheads neonazis intenta disuadir a su hermano pequeño de tomar las mismas malas decisiones que él tomó.,Edward Norton,"1998, 1h 59min, 13, Crimen, Drama, Tony Kaye, Edward Norton, Edward Furlong, Beverly D'Angelo","https://m.media-amazon.com/images/M/MV5BMTYwNDQxYjItN2JhMy00N2I1LTljMjAtZDA5MjUxZjc3NzcwXkEyXkFqcGdeQXVyMTM2MjY3NDA5._V1_QL75_UY207_CR1,0,140,207_.jpg"
42. Whiplash,2014,1h 46m,12,"8,5",Un joven y prometedor batería se inscribe en un competitivo conservatorio donde sus sueños de grandeza son guiados por un instructor que no se detiene ante nada para realizar el potencial de su estudiante.,Miles Teller,"2014, 1h 46min, 12, Drama, Música, Damien Chazelle, Miles Teller, J.K. Simmons, Melissa Benoist","https://m.media-amazon.com/images/M/MV5BNTAxYzE0OTAtYzk2OS00YzZkLWEyYWYtMTE5MzU0NjZiZWNiXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
43. El truco final (El prestigio),2006,2h 10m,18,"8,5","Tras un trágico accidente, dos magos en el Londres de 1890 se enfrentan para crear la ilusión definitiva, mientras sacrifican todo lo que tienen para superar al otro.",Christian Bale,"2006, 2h 10min, 18, Drama, Misterio, Ciencia ficción, Christopher Nolan, Christian Bale, Hugh Jackman, Scarlett Johansson","https://m.media-amazon.com/images/M/MV5BOGU1ODk5MWMtZDFjZS00NGEwLWE1N2MtYWI3M2NlNjFlYmI2XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
44. La tumba de las luciérnagas,1988,1h 28m,13,"8,5",Un chico y su hermana pequeña intentan sobrevivir en Japón durante la Segunda Guerra Mundial.,Tsutomu Tatsumi,"1988, 1h 28min, 13, Animación, Drama, Bélico, Isao Takahata, Tsutomu Tatsumi, Ayano Shiraishi, Akemi Yamaguchi","https://m.media-amazon.com/images/M/MV5BZWRjNjNjY2YtZjI3My00ZjUzLWI2N2ItZDMzNzVkOGY5NGFhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4,0,140,207_.jpg"
45. Harakiri,1962,2h 13m,13,"8,6","Un viejo samurái ronin llega a la casa de un señor feudal y pide un lugar honorable donde poder suicidarse. Pero cuando el ronin pregunta por un samurái más joven que llegó antes que él, los acontecimientos toman un rumbo inesperado.",Tatsuya Nakadai,"1962, 2h 13min, 13, Acción, Drama, Misterio, Masaki Kobayashi, Tatsuya Nakadai, Akira Ishihama, Shima Iwashita","https://m.media-amazon.com/images/M/MV5BMWNmYzg5NWYtNzhiMS00NzlkLTgyOTUtYzM3MjY0NDc2YjFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR2,0,140,207_.jpg"
46. Sospechosos habituales,1995,1h 46m,18,"8,5","El único superviviente de un terrible tiroteo en un barco relata los eventos que condujeron a esta masacre, empezando con cinco criminales que se encuentran aparentemente al azar en una selección policial de sospechosos habituales.",Kevin Spacey,"1995, 1h 46min, 18, Crimen, Drama, Misterio, Bryan Singer, Kevin Spacey, Gabriel Byrne, Chazz Palminteri","https://m.media-amazon.com/images/M/MV5BOGY0NTczMDAtNTg0Yi00NmRkLTgxMDEtNDFhZDJiNzFiNjgzXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UY207_CR3,0,140,207_.jpg"
47. Casablanca,1942,1h 42m,A,"8,5","Un cínico expatriado norteamericano, dueño de un café, se debate entre ayudar o no a su antigua amante y a su marido fugitivo a escapar de los nazis en el Marruecos francés.",Humphrey Bogart,"1942, 1h 42min, A, Drama, Romance, Bélico, Michael Curtiz, Humphrey Bogart, Ingrid Bergman, Paul Henreid","https://m.media-amazon.com/images/M/MV5BMTBlZjVjYmItNDc2Yi00OTczLWI4MjUtOTgzYTY2MDIyZGY3XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,6,140,207_.jpg"
48. Intocable,2011,1h 52m,7,"8,5","Un accidente de parapente deja a un aristócrata cuadripléjico, quien contrata a un joven de un barrio pobre para que sea su cuidador.",François Cluzet,"2011, 1h 52min, 7, Comedia, Drama, Olivier Nakache, Éric Toledano, François Cluzet, Omar Sy, Anne Le Ny","https://m.media-amazon.com/images/M/MV5BMmMwMmFhZTktYjA1NS00NWUyLTllYjEtNmVhYTRhZGM3YjRhXkEyXkFqcGdeQXVyMTMxODYzNjg@._V1_QL75_UY207_CR3,0,140,207_.jpg"
